admin1,macro_region,month,year_month,year,month_number,months_since_war_start,events,fatalities,civilian_targeting_events,violence_against_civilians_events,battles,explosions_remote,strategic_developments,protests_riots,saf_events,rsf_events,distinct_actor_count,unique_locations,unique_admin2,civilian_targeting_events_next_month,target_any_civilian_targeting_next_month,target_high_civilian_targeting_next_month,civilian_actor_events,fatal_event_count,mean_latitude,mean_longitude,events_lag1,fatalities_lag1,civilian_targeting_events_lag1,violence_against_civilians_events_lag1,battles_lag1,explosions_remote_lag1,strategic_developments_lag1,protests_riots_lag1,saf_events_lag1,rsf_events_lag1,civilian_actor_events_lag1,fatal_event_count_lag1,distinct_actor_count_lag1,unique_locations_lag1,unique_admin2_lag1,events_prev3mo,fatalities_prev3mo,civilian_targeting_events_prev3mo,battles_prev3mo,explosions_remote_prev3mo
Red Sea,Eastern Sudan,2024-08-01,2024-08,2024,8,16,5,0,0,0,0,0,4,1,4,0,5,1,1,0.0,0,0,0,0,19.6148,37.2225,3,6,0,0,1,0,2,0,2,1,0,1,4,2,2,16,6,0,1,0
Red Sea,Eastern Sudan,2024-09-01,2024-09,2024,9,17,8,0,0,0,0,0,7,1,6,0,8,1,1,0.0,0,0,0,0,19.6148,37.2225,5,0,0,0,0,0,4,1,4,0,0,0,5,1,1,17,6,0,1,0
Red Sea,Eastern Sudan,2024-10-01,2024-10,2024,10,18,8,0,0,0,0,0,6,2,5,3,7,3,3,0.0,0,0,0,0,19.0751375,37.0818,8,0,0,0,0,0,7,1,6,0,0,0,8,1,1,16,6,0,1,0
Red Sea,Eastern Sudan,2024-11-01,2024-11,2024,11,19,16,0,0,0,0,0,15,1,5,1,11,2,2,2.0,1,0,7,0,19.58294375,37.2293375,8,0,0,0,0,0,6,2,5,3,0,0,7,3,3,21,0,0,0,0
Red Sea,Eastern Sudan,2024-12-01,2024-12,2024,12,20,11,0,2,2,1,0,5,3,3,0,9,2,2,0.0,0,0,4,0,19.568463636363635,37.232445454545456,16,0,0,0,0,0,15,1,5,1,7,0,11,2,2,32,0,0,0,0
Red Sea,Eastern Sudan,2025-01-01,2025-01,2025,1,21,11,0,0,0,0,0,7,4,3,2,7,3,3,0.0,0,0,3,0,19.414272727272728,37.288472727272726,11,0,2,2,1,0,5,3,3,0,4,0,9,2,2,35,0,2,1,0
Red Sea,Eastern Sudan,2025-02-01,2025-02,2025,2,22,14,0,0,0,0,1,9,4,4,1,12,2,2,0.0,0,0,1,0,19.530057142857142,37.25870714285714,11,0,0,0,0,0,7,4,3,2,3,0,7,3,3,38,0,2,1,0
Red Sea,Eastern Sudan,2025-03-01,2025-03,2025,3,23,11,0,0,0,0,0,11,0,3,1,9,1,1,0.0,0,0,4,0,19.6148,37.2225,14,0,0,0,0,1,9,4,4,1,1,0,12,2,2,36,0,2,1,1
Red Sea,Eastern Sudan,2025-04-01,2025-04,2025,4,24,4,0,0,0,0,0,2,2,1,1,5,1,1,,,,0,0,19.6148,37.2225,11,0,0,0,0,0,11,0,3,1,4,0,9,1,1,36,0,0,0,1
River Nile,Northern/Nile,2023-04-01,2023-04,2023,4,0,5,1,0,0,2,1,0,2,4,3,6,5,4,0.0,0,0,0,1,17.64578,33.59904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
River Nile,Northern/Nile,2023-05-01,2023-05,2023,5,1,3,0,0,0,0,0,1,2,0,0,2,3,2,0.0,0,0,0,0,16.994633333333333,33.61593333333334,5,1,0,0,2,1,0,2,4,3,0,1,6,5,4,5,1,0,2,1
River Nile,Northern/Nile,2023-06-01,2023-06,2023,6,2,1,0,0,0,0,0,1,0,1,0,1,1,1,2.0,1,0,0,0,17.5821,33.9605,3,0,0,0,0,0,1,2,0,0,0,0,2,3,2,8,1,0,2,1
River Nile,Northern/Nile,2023-07-01,2023-07,2023,7,3,7,2,2,2,1,0,3,1,5,1,6,6,5,2.0,1,0,3,1,17.97022857142857,33.56172857142857,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,9,1,0,2,1
River Nile,Northern/Nile,2023-08-01,2023-08,2023,8,4,7,0,2,2,0,0,4,1,4,0,6,5,5,1.0,1,0,3,0,17.892485714285716,33.798585714285714,7,2,2,2,1,0,3,1,5,1,3,1,6,6,5,11,2,2,1,0
River Nile,Northern/Nile,2023-09-01,2023-09,2023,9,5,1,0,1,1,0,0,0,0,0,0,2,1,1,0.0,0,0,1,0,17.5821,33.9605,7,0,2,2,0,0,4,1,4,0,3,0,6,5,5,15,2,4,1,0
River Nile,Northern/Nile,2023-10-01,2023-10,2023,10,6,4,0,0,0,0,1,2,1,2,1,5,3,3,0.0,0,0,0,0,17.0866,33.557675,1,0,1,1,0,0,0,0,0,0,1,0,2,1,1,15,2,5,1,0
River Nile,Northern/Nile,2023-11-01,2023-11,2023,11,7,4,0,0,0,0,0,4,0,3,1,4,3,3,0.0,0,0,0,0,17.956475,33.748575,4,0,0,0,0,1,2,1,2,1,0,0,5,3,3,12,0,3,0,1
River Nile,Northern/Nile,2023-12-01,2023-12,2023,12,8,15,16,0,0,4,1,7,3,7,7,7,4,3,3.0,1,0,0,2,17.096313333333335,33.82479333333333,4,0,0,0,0,0,4,0,3,1,0,0,4,3,3,9,0,1,0,1
River Nile,Northern/Nile,2024-01-01,2024-01,2024,1,9,12,29,3,1,1,3,6,1,5,4,10,4,4,2.0,1,0,4,4,17.229716666666665,33.662125,15,16,0,0,4,1,7,3,7,7,0,2,7,4,3,23,16,0,4,2
River Nile,Northern/Nile,2024-02-01,2024-02,2024,2,10,2,0,2,2,0,0,0,0,2,0,2,2,2,0.0,0,0,2,0,17.92445,33.98535,12,29,3,1,1,3,6,1,5,4,4,4,10,4,4,31,45,3,5,4
River Nile,Northern/Nile,2024-03-01,2024-03,2024,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,,2,0,2,2,0,0,0,0,2,0,2,0,2,2,2,29,45,5,5,4
River Nile,Northern/Nile,2024-04-01,2024-04,2024,4,12,9,12,0,0,1,1,6,1,4,2,8,5,4,1.0,1,0,2,1,17.38412222222222,33.83908888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,5,1,3
River Nile,Northern/Nile,2024-05-01,2024-05,2024,5,13,4,5,1,1,1,0,2,0,2,1,5,3,2,1.0,1,0,1,1,16.89545,33.461475,9,12,0,0,1,1,6,1,4,2,2,1,8,5,4,11,12,2,1,1
River Nile,Northern/Nile,2024-06-01,2024-06,2024,6,14,10,3,1,0,4,1,5,0,8,6,6,4,2,3.0,1,0,3,1,17.11045,33.44803,4,5,1,1,1,0,2,0,2,1,1,1,5,3,2,13,17,1,2,1
River Nile,Northern/Nile,2024-07-01,2024-07,2024,7,15,10,6,3,2,2,1,5,0,8,4,7,5,4,7.0,1,0,3,2,17.134520000000002,33.56228,10,3,1,0,4,1,5,0,8,6,3,1,6,4,2,23,20,2,6,2
River Nile,Northern/Nile,2024-08-01,2024-08,2024,8,16,18,6,7,5,0,6,5,2,4,11,7,9,4,2.0,1,0,9,4,16.84297777777778,33.15924444444445,10,6,3,2,2,1,5,0,8,4,3,2,7,5,4,24,14,5,7,2
River Nile,Northern/Nile,2024-09-01,2024-09,2024,9,17,16,23,2,1,6,3,6,0,13,10,3,6,2,3.0,1,0,5,3,16.5604,33.0361,18,6,7,5,0,6,5,2,4,11,9,4,7,9,4,38,15,11,6,8
River Nile,Northern/Nile,2024-10-01,2024-10,2024,10,18,13,5,3,3,0,1,9,0,8,9,4,8,5,0.0,0,0,6,2,16.92936923076923,33.51442307692308,16,23,2,1,6,3,6,0,13,10,5,3,3,6,2,44,35,12,8,10
River Nile,Northern/Nile,2024-11-01,2024-11,2024,11,19,15,0,0,0,2,1,12,0,10,11,5,5,5,1.0,1,0,3,0,17.699893333333332,33.863593333333334,13,5,3,3,0,1,9,0,8,9,6,2,4,8,5,47,34,12,6,10
River Nile,Northern/Nile,2024-12-01,2024-12,2024,12,20,16,11,1,0,2,1,13,0,6,6,5,6,3,1.0,1,0,8,2,17.37676875,33.7964125,15,0,0,0,2,1,12,0,10,11,3,0,5,5,5,44,28,5,8,5
River Nile,Northern/Nile,2025-01-01,2025-01,2025,1,21,14,0,1,0,5,3,6,0,7,10,4,8,3,0.0,0,0,4,0,17.17905,33.62845,16,11,1,0,2,1,13,0,6,6,8,2,5,6,3,44,16,4,4,3
River Nile,Northern/Nile,2025-02-01,2025-02,2025,2,22,8,10,0,0,2,0,5,1,2,1,6,5,5,0.0,0,0,4,1,17.8108625,33.827925,14,0,1,0,5,3,6,0,7,10,4,0,4,8,3,45,11,2,9,5
River Nile,Northern/Nile,2025-03-01,2025-03,2025,3,23,10,0,0,0,3,2,5,0,8,9,3,3,3,1.0,1,0,0,0,17.56107,33.86873,8,10,0,0,2,0,5,1,2,1,4,1,6,5,5,38,21,2,9,4
River Nile,Northern/Nile,2025-04-01,2025-04,2025,4,24,5,3,1,0,0,3,2,0,0,3,5,3,3,,,,1,1,17.47058,33.86974,10,0,0,0,3,2,5,0,8,9,0,0,3,3,3,32,10,1,10,5
Sennar,Central/Nile,2023-04-01,2023-04,2023,4,0,1,0,0,0,0,0,1,0,1,1,2,1,1,0.0,0,0,0,0,13.5422,33.6172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sennar,Central/Nile,2023-05-01,2023-05,2023,5,1,2,0,0,0,0,0,1,1,1,1,3,1,1,0.0,0,0,1,0,13.5422,33.6172,1,0,0,0,0,0,1,0,1,1,0,0,2,1,1,1,0,0,0,0
Sennar,Central/Nile,2023-06-01,2023-06,2023,6,2,2,0,0,0,0,0,0,2,0,0,1,2,2,0.0,0,0,0,0,12.99735,33.9604,2,0,0,0,0,0,1,1,1,1,1,0,3,1,1,3,0,0,0,0
Sennar,Central/Nile,2023-07-01,2023-07,2023,7,3,1,0,0,0,0,0,0,1,1,0,2,1,1,1.0,1,0,0,0,13.5422,33.6172,2,0,0,0,0,0,0,2,0,0,0,0,1,2,2,5,0,0,0,0
Sennar,Central/Nile,2023-08-01,2023-08,2023,8,4,5,0,1,1,0,0,3,1,2,0,4,4,3,0.0,0,0,2,0,13.28028,33.87573999999999,1,0,0,0,0,0,0,1,1,0,0,0,2,1,1,5,0,0,0,0
Sennar,Central/Nile,2023-09-01,2023-09,2023,9,5,2,0,0,0,0,0,2,0,2,0,3,2,2,0.0,0,0,1,0,13.1982,33.80285,5,0,1,1,0,0,3,1,2,0,2,0,4,4,3,8,0,1,0,0
Sennar,Central/Nile,2023-10-01,2023-10,2023,10,6,2,0,0,0,0,0,2,0,2,0,2,2,2,0.0,0,0,1,0,13.2311,33.910399999999996,2,0,0,0,0,0,2,0,2,0,1,0,3,2,2,8,0,1,0,0
Sennar,Central/Nile,2023-11-01,2023-11,2023,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1,0,0,0,,,2,0,0,0,0,0,2,0,2,0,1,0,2,2,2,9,0,1,0,0
Sennar,Central/Nile,2023-12-01,2023-12,2023,12,8,17,8,4,3,4,4,6,0,10,10,7,6,3,2.0,1,0,7,2,13.588458823529411,33.58383529411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Sennar,Central/Nile,2024-01-01,2024-01,2024,1,9,12,24,2,2,5,2,3,0,10,9,4,5,3,1.0,1,0,4,3,13.561950000000001,33.64304166666667,17,8,4,3,4,4,6,0,10,10,7,2,7,6,3,19,8,4,4,4
Sennar,Central/Nile,2024-02-01,2024-02,2024,2,10,4,37,1,1,2,0,1,0,3,3,3,3,2,7.0,1,0,1,2,13.53745,33.647,12,24,2,2,5,2,3,0,10,9,4,3,4,5,3,29,32,6,9,6
Sennar,Central/Nile,2024-03-01,2024-03,2024,3,11,18,60,7,7,5,1,5,0,7,15,5,9,1,2.0,1,0,9,9,13.699372222222221,33.47304444444444,4,37,1,1,2,0,1,0,3,3,1,2,3,3,2,33,69,7,11,6
Sennar,Central/Nile,2024-04-01,2024-04,2024,4,12,29,23,2,1,13,9,6,0,24,22,6,11,4,3.0,1,0,5,4,13.621589655172412,33.61582068965517,18,60,7,7,5,1,5,0,7,15,9,9,5,9,1,34,121,10,12,3
Sennar,Central/Nile,2024-05-01,2024-05,2024,5,13,6,13,3,3,1,0,2,0,3,4,3,5,3,5.0,1,0,4,2,13.672933333333333,33.55976666666667,29,23,2,1,13,9,6,0,24,22,5,4,6,11,4,51,120,10,20,10
Sennar,Central/Nile,2024-06-01,2024-06,2024,6,14,29,75,5,1,13,4,11,0,16,21,4,9,6,27.0,1,1,11,10,13.380041379310343,33.59930344827586,6,13,3,3,1,0,2,0,3,4,4,2,3,5,3,53,96,12,19,10
Sennar,Central/Nile,2024-07-01,2024-07,2024,7,15,132,137,27,25,34,19,54,0,54,120,6,53,7,18.0,1,1,66,36,13.261237121212123,33.81238939393939,29,75,5,1,13,4,11,0,16,21,11,10,4,9,6,64,111,10,27,13
Sennar,Central/Nile,2024-08-01,2024-08,2024,8,16,42,119,18,13,6,14,9,0,19,36,3,19,7,15.0,1,1,25,14,13.229364285714285,33.847319047619045,132,137,27,25,34,19,54,0,54,120,66,36,6,53,7,167,225,35,48,23
Sennar,Central/Nile,2024-09-01,2024-09,2024,9,17,35,105,15,10,4,18,2,1,20,27,7,13,5,10.0,1,1,17,17,13.348408571428571,33.77281428571428,42,119,18,13,6,14,9,0,19,36,25,14,3,19,7,203,331,50,53,37
Sennar,Central/Nile,2024-10-01,2024-10,2024,10,18,44,466,10,7,19,5,13,0,35,38,3,23,7,14.0,1,1,14,14,13.185829545454546,33.89741590909091,35,105,15,10,4,18,2,1,20,27,17,17,7,13,5,209,361,60,44,51
Sennar,Central/Nile,2024-11-01,2024-11,2024,11,19,62,57,14,14,13,4,31,0,44,50,6,29,7,4.0,1,0,15,11,13.106143548387097,33.88969032258065,44,466,10,7,19,5,13,0,35,38,14,14,3,23,7,121,690,43,29,37
Sennar,Central/Nile,2024-12-01,2024-12,2024,12,20,24,28,4,2,6,5,11,0,18,21,5,17,4,3.0,1,0,7,5,13.290325000000001,33.60480416666667,62,57,14,14,13,4,31,0,44,50,15,11,6,29,7,141,628,39,36,27
Sennar,Central/Nile,2025-01-01,2025-01,2025,1,21,6,3,3,3,0,2,1,0,1,5,3,4,2,0.0,0,0,4,3,13.25685,33.72493333333333,24,28,4,2,6,5,11,0,18,21,7,5,5,17,4,130,551,28,38,14
Sennar,Central/Nile,2025-02-01,2025-02,2025,2,22,2,0,0,0,0,0,2,0,1,0,4,2,1,0.0,0,0,1,0,13.135549999999999,33.7833,6,3,3,3,0,2,1,0,1,5,4,3,3,4,2,92,88,21,19,11
Sennar,Central/Nile,2025-03-01,2025-03,2025,3,23,4,6,0,0,2,0,2,0,3,3,3,3,2,1.0,1,0,0,2,12.785925,33.573949999999996,2,0,0,0,0,0,2,0,1,0,1,0,4,2,1,32,31,7,6,7
Sennar,Central/Nile,2025-04-01,2025-04,2025,4,24,2,35,1,1,0,0,1,0,1,1,3,2,1,,,,1,1,13.219999999999999,33.8247,4,6,0,0,2,0,2,0,3,3,0,2,3,3,2,12,9,3,2,2
South Darfur,Darfur,2023-04-01,2023-04,2023,4,0,32,58,3,2,14,1,13,2,15,18,11,4,3,8.0,1,0,12,14,12.05764375,24.90145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Darfur,Darfur,2023-05-01,2023-05,2023,5,1,33,110,8,7,14,1,11,0,17,18,8,7,6,7.0,1,0,16,12,11.860027272727272,24.9172303030303,32,58,3,2,14,1,13,2,15,18,12,14,11,4,3,32,58,3,14,1
South Darfur,Darfur,2023-06-01,2023-06,2023,6,2,36,129,7,7,23,0,6,0,22,21,7,8,7,10.0,1,1,11,17,11.950186111111112,24.79969722222222,33,110,8,7,14,1,11,0,17,18,16,12,8,7,6,65,168,11,28,2
South Darfur,Darfur,2023-07-01,2023-07,2023,7,3,47,159,10,10,27,2,8,0,28,42,6,8,6,14.0,1,1,15,17,12.137429787234042,24.75388085106383,36,129,7,7,23,0,6,0,22,21,11,17,7,8,7,101,297,18,51,2
South Darfur,Darfur,2023-08-01,2023-08,2023,8,4,74,537,14,14,43,0,17,0,32,44,13,17,10,5.0,1,0,20,44,11.914713513513513,24.700864864864865,47,159,10,10,27,2,8,0,28,42,15,17,6,8,6,116,398,25,64,3
South Darfur,Darfur,2023-09-01,2023-09,2023,9,5,30,286,5,4,18,1,6,1,12,20,13,9,6,12.0,1,1,7,20,12.026343333333333,24.607329999999997,74,537,14,14,43,0,17,0,32,44,20,44,13,17,10,157,825,31,93,2
South Darfur,Darfur,2023-10-01,2023-10,2023,10,6,48,370,12,10,25,6,7,0,23,32,10,10,7,4.0,1,0,17,24,11.904052083333333,24.921895833333334,30,286,5,4,18,1,6,1,12,20,7,20,13,9,6,151,982,29,88,3
South Darfur,Darfur,2023-11-01,2023-11,2023,11,7,23,101,4,3,9,1,10,0,8,10,10,5,4,12.0,1,1,6,9,11.460886956521739,24.948326086956524,48,370,12,10,25,6,7,0,23,32,17,24,10,10,7,152,1193,31,86,7
South Darfur,Darfur,2023-12-01,2023-12,2023,12,8,29,58,12,10,3,3,9,4,5,19,12,7,6,0.0,0,0,13,9,11.963575862068964,24.777541379310343,23,101,4,3,9,1,10,0,8,10,6,9,10,5,4,101,757,21,52,8
South Darfur,Darfur,2024-01-01,2024-01,2024,1,9,8,24,0,0,2,3,1,2,4,3,6,5,4,2.0,1,0,2,4,11.6235625,24.7795125,29,58,12,10,3,3,9,4,5,19,13,9,12,7,6,100,529,28,37,10
South Darfur,Darfur,2024-02-01,2024-02,2024,2,10,4,1,2,2,0,0,2,0,1,4,4,2,2,3.0,1,0,3,1,12.168,24.739325,8,24,0,0,2,3,1,2,4,3,2,4,6,5,4,60,183,16,14,7
South Darfur,Darfur,2024-03-01,2024-03,2024,3,11,8,14,3,3,1,2,2,0,0,3,6,6,5,8.0,1,0,5,4,12.0199875,24.6761875,4,1,2,2,0,0,2,0,1,4,3,1,4,2,2,41,83,14,5,6
South Darfur,Darfur,2024-04-01,2024-04,2024,4,12,19,31,8,6,3,6,4,0,7,14,8,4,4,10.0,1,1,10,7,11.992731578947367,24.846173684210527,8,14,3,3,1,2,2,0,0,3,5,4,6,6,5,20,39,5,3,5
South Darfur,Darfur,2024-05-01,2024-05,2024,5,13,16,12,10,8,1,5,2,0,4,9,8,10,9,4.0,1,0,11,7,12.17955,24.6656375,19,31,8,6,3,6,4,0,7,14,10,7,8,4,4,31,46,13,4,8
South Darfur,Darfur,2024-06-01,2024-06,2024,6,14,13,17,4,4,2,0,6,1,1,6,7,4,4,5.0,1,0,6,3,11.59743076923077,24.800653846153846,16,12,10,8,1,5,2,0,4,9,11,7,8,10,9,43,57,21,5,13
South Darfur,Darfur,2024-07-01,2024-07,2024,7,15,12,2,5,5,1,0,6,0,2,7,5,3,3,6.0,1,0,7,2,12.16765,24.799775,13,17,4,4,2,0,6,1,1,6,6,3,7,4,4,48,60,22,6,11
South Darfur,Darfur,2024-08-01,2024-08,2024,8,16,18,4,6,6,1,1,10,0,3,11,5,8,8,13.0,1,1,10,2,12.142205555555556,24.823338888888888,12,2,5,5,1,0,6,0,2,7,7,2,5,3,3,41,31,19,4,5
South Darfur,Darfur,2024-09-01,2024-09,2024,9,17,29,29,13,13,6,5,5,0,7,17,6,10,7,9.0,1,1,14,12,12.097389655172414,24.82572068965517,18,4,6,6,1,1,10,0,3,11,10,2,5,8,8,43,23,15,4,1
South Darfur,Darfur,2024-10-01,2024-10,2024,10,18,24,19,9,9,3,2,10,0,4,14,8,12,9,17.0,1,1,11,6,12.056512499999998,24.8494625,29,29,13,13,6,5,5,0,7,17,14,12,6,10,7,59,35,24,8,6
South Darfur,Darfur,2024-11-01,2024-11,2024,11,19,41,182,17,15,3,4,18,1,4,24,11,18,10,22.0,1,1,22,16,11.608948780487806,24.7954,24,19,9,9,3,2,10,0,4,14,11,6,8,12,9,71,52,28,10,8
South Darfur,Darfur,2024-12-01,2024-12,2024,12,20,50,69,22,15,2,17,14,2,19,30,7,14,10,27.0,1,1,28,16,11.860012,24.889542000000002,41,182,17,15,3,4,18,1,4,24,22,16,11,18,10,94,230,39,12,11
South Darfur,Darfur,2025-01-01,2025-01,2025,1,21,50,73,27,19,6,13,11,1,16,29,6,11,7,15.0,1,1,29,20,11.819126,24.907284,50,69,22,15,2,17,14,2,19,30,28,16,7,14,10,115,270,48,8,23
South Darfur,Darfur,2025-02-01,2025-02,2025,2,22,32,125,15,13,4,7,6,2,14,19,6,6,5,19.0,1,1,16,14,11.9581125,24.896224999999998,50,73,27,19,6,13,11,1,16,29,29,20,6,11,7,141,324,66,11,34
South Darfur,Darfur,2025-03-01,2025-03,2025,3,23,35,50,19,18,5,6,6,0,7,20,4,9,8,4.0,1,0,21,13,11.99856,24.881122857142856,32,125,15,13,4,7,6,2,14,19,16,14,6,6,5,132,267,64,12,37
South Darfur,Darfur,2025-04-01,2025-04,2025,4,24,20,27,4,4,5,2,9,0,3,16,4,7,6,,,,4,6,12.0656,24.803365,35,50,19,18,5,6,6,0,7,20,21,13,4,9,8,117,248,61,15,26
South Kordofan,Kordofan,2023-04-01,2023-04,2023,4,0,5,10,1,1,3,0,0,1,3,4,4,2,2,1.0,1,0,1,1,11.19964,29.79068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Kordofan,Kordofan,2023-05-01,2023-05,2023,5,1,4,14,1,1,1,0,2,0,2,2,6,2,2,3.0,1,0,1,1,11.763300000000001,29.7648,5,10,1,1,3,0,0,1,3,4,1,1,4,2,2,5,10,1,3,0
South Kordofan,Kordofan,2023-06-01,2023-06,2023,6,2,31,66,3,3,12,0,16,0,22,5,9,16,12,9.0,1,1,7,7,11.49355806451613,30.104390322580645,4,14,1,1,1,0,2,0,2,2,1,1,6,2,2,9,24,2,4,0
South Kordofan,Kordofan,2023-07-01,2023-07,2023,7,3,45,67,9,8,19,5,10,3,31,5,9,16,8,3.0,1,0,12,10,11.596331111111112,29.904653333333332,31,66,3,3,12,0,16,0,22,5,7,7,9,16,12,40,90,5,16,0
South Kordofan,Kordofan,2023-08-01,2023-08,2023,8,4,23,110,3,2,17,3,1,0,20,0,6,9,4,4.0,1,0,4,11,11.21594347826087,29.89987391304348,45,67,9,8,19,5,10,3,31,5,12,10,9,16,8,80,147,13,32,5
South Kordofan,Kordofan,2023-09-01,2023-09,2023,9,5,12,16,4,4,6,0,1,1,8,1,7,7,6,3.0,1,0,4,6,11.6791,29.961074999999997,23,110,3,2,17,3,1,0,20,0,4,11,6,9,4,99,243,15,48,8
South Kordofan,Kordofan,2023-10-01,2023-10,2023,10,6,20,66,3,2,12,2,4,0,13,5,9,11,8,1.0,1,0,3,13,11.746970000000001,30.132625,12,16,4,4,6,0,1,1,8,1,4,6,7,7,6,80,193,16,42,8
South Kordofan,Kordofan,2023-11-01,2023-11,2023,11,7,13,105,1,1,10,1,0,1,3,3,11,5,4,4.0,1,0,1,10,11.601638461538462,30.274184615384613,20,66,3,2,12,2,4,0,13,5,3,13,9,11,8,55,192,10,35,5
South Kordofan,Kordofan,2023-12-01,2023-12,2023,12,8,17,40,4,4,10,1,2,0,5,12,8,7,6,8.0,1,0,5,10,12.07444705882353,29.876629411764704,13,105,1,1,10,1,0,1,3,3,1,10,11,5,4,45,187,8,28,3
South Kordofan,Kordofan,2024-01-01,2024-01,2024,1,9,32,84,8,8,10,7,6,1,20,18,10,12,7,16.0,1,1,10,8,11.973425,29.965103125,17,40,4,4,10,1,2,0,5,12,5,10,8,7,6,50,211,8,32,4
South Kordofan,Kordofan,2024-02-01,2024-02,2024,2,10,32,184,16,15,13,1,3,0,2,27,10,12,7,10.0,1,1,18,24,11.856628125,30.21140625,32,84,8,8,10,7,6,1,20,18,10,8,10,12,7,62,229,13,30,9
South Kordofan,Kordofan,2024-03-01,2024-03,2024,3,11,27,71,10,6,6,10,3,2,9,6,7,14,8,5.0,1,0,12,12,11.477337037037037,30.08385185185185,32,184,16,15,13,1,3,0,2,27,18,24,10,12,7,81,308,28,33,9
South Kordofan,Kordofan,2024-04-01,2024-04,2024,4,12,18,133,5,5,10,0,2,1,8,9,8,8,4,8.0,1,0,7,13,12.00185,30.834466666666668,27,71,10,6,6,10,3,2,9,6,12,12,7,14,8,91,339,34,29,18
South Kordofan,Kordofan,2024-05-01,2024-05,2024,5,13,10,11,8,7,0,2,0,1,2,3,8,7,6,3.0,1,0,9,7,11.4922,30.1166,18,133,5,5,10,0,2,1,8,9,7,13,8,8,4,77,388,31,29,11
South Kordofan,Kordofan,2024-06-01,2024-06,2024,6,14,6,5,3,3,1,0,2,0,1,1,6,4,4,7.0,1,0,4,3,12.016683333333333,30.462116666666663,10,11,8,7,0,2,0,1,2,3,9,7,8,7,6,55,215,23,16,12
South Kordofan,Kordofan,2024-07-01,2024-07,2024,7,15,10,34,7,7,2,0,0,1,4,4,7,7,5,5.0,1,0,7,7,11.82542,30.501749999999998,6,5,3,3,1,0,2,0,1,1,4,3,6,4,4,34,149,16,11,2
South Kordofan,Kordofan,2024-08-01,2024-08,2024,8,16,13,6,5,5,3,0,4,1,5,3,9,8,8,1.0,1,0,5,4,11.686561538461538,30.281115384615383,10,34,7,7,2,0,0,1,4,4,7,7,7,7,5,26,50,18,3,2
South Kordofan,Kordofan,2024-09-01,2024-09,2024,9,17,4,0,1,1,1,0,2,0,4,0,3,3,3,5.0,1,0,1,0,11.508475,29.698249999999998,13,6,5,5,3,0,4,1,5,3,5,4,9,8,8,29,45,15,6,0
South Kordofan,Kordofan,2024-10-01,2024-10,2024,10,18,14,18,5,4,0,1,8,1,5,4,7,12,7,3.0,1,0,8,4,11.735814285714286,30.194992857142857,4,0,1,1,1,0,2,0,4,0,1,0,3,3,3,27,40,13,6,0
South Kordofan,Kordofan,2024-11-01,2024-11,2024,11,19,4,9,3,2,0,1,1,0,1,1,5,3,3,1.0,1,0,4,3,11.49335,30.058125,14,18,5,4,0,1,8,1,5,4,8,4,7,12,7,31,24,11,4,1
South Kordofan,Kordofan,2024-12-01,2024-12,2024,12,20,7,4,1,1,1,0,4,1,5,0,5,6,5,1.0,1,0,1,2,11.608514285714287,30.400228571428574,4,9,3,2,0,1,1,0,1,1,4,3,5,3,3,22,27,9,1,2
South Kordofan,Kordofan,2025-01-01,2025-01,2025,1,21,7,0,1,1,3,0,3,0,5,0,4,6,5,3.0,1,0,2,0,11.570214285714286,29.890742857142858,7,4,1,1,1,0,4,1,5,0,1,2,5,6,5,25,31,9,1,2
South Kordofan,Kordofan,2025-02-01,2025-02,2025,2,22,42,87,3,1,24,12,3,2,38,9,6,22,8,0.0,0,0,5,7,11.68397619047619,29.854966666666666,7,0,1,1,3,0,3,0,5,0,2,0,4,6,5,18,13,5,4,1
South Kordofan,Kordofan,2025-03-01,2025-03,2025,3,23,8,83,0,0,3,1,4,0,4,4,5,5,4,2.0,1,0,0,2,11.31715,30.299425,42,87,3,1,24,12,3,2,38,9,5,7,6,22,8,56,91,5,28,12
South Kordofan,Kordofan,2025-04-01,2025-04,2025,4,24,22,145,2,1,10,4,6,1,16,15,9,16,9,,,,4,8,11.851595454545453,30.38732272727273,8,83,0,0,3,1,4,0,4,4,0,2,5,5,4,57,170,4,30,13
West Darfur,Darfur,2023-04-01,2023-04,2023,4,0,45,463,12,11,14,1,18,1,13,23,12,7,5,38.0,1,1,25,19,13.37062888888889,22.446115555555554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Darfur,Darfur,2023-05-01,2023-05,2023,5,1,61,1144,38,30,12,8,11,0,7,41,10,5,4,48.0,1,1,48,36,13.38304262295082,22.43503606557377,45,463,12,11,14,1,18,1,13,23,25,19,12,7,5,45,463,12,14,1
