admin1,macro_region,month,year_month,year,month_number,months_since_war_start,events,fatalities,civilian_targeting_events,violence_against_civilians_events,battles,explosions_remote,strategic_developments,protests_riots,saf_events,rsf_events,distinct_actor_count,unique_locations,unique_admin2,civilian_targeting_events_next_month,target_any_civilian_targeting_next_month,target_high_civilian_targeting_next_month,civilian_actor_events,fatal_event_count,mean_latitude,mean_longitude,events_lag1,fatalities_lag1,civilian_targeting_events_lag1,violence_against_civilians_events_lag1,battles_lag1,explosions_remote_lag1,strategic_developments_lag1,protests_riots_lag1,saf_events_lag1,rsf_events_lag1,civilian_actor_events_lag1,fatal_event_count_lag1,distinct_actor_count_lag1,unique_locations_lag1,unique_admin2_lag1,events_prev3mo,fatalities_prev3mo,civilian_targeting_events_prev3mo,battles_prev3mo,explosions_remote_prev3mo
Khartoum,Khartoum,2023-11-01,2023-11,2023,11,7,337,463,72,33,129,160,14,1,252,295,8,63,7,44.0,1,1,83,79,15.589037091988132,32.51801246290801,431,836,102,34,156,216,25,0,308,383,115,98,10,80,7,1453,3778,288,694,510
Khartoum,Khartoum,2023-12-01,2023-12,2023,12,8,386,280,44,15,117,229,23,2,314,351,13,70,7,46.0,1,1,56,40,15.605176165803108,32.53279119170985,337,463,72,33,129,160,14,1,252,295,83,79,8,63,7,1245,2575,275,475,578
Khartoum,Khartoum,2024-01-01,2024-01,2024,1,9,482,383,46,26,164,250,42,0,411,436,9,73,7,24.0,1,1,58,60,15.603791078838174,32.53461369294606,386,280,44,15,117,229,23,2,314,351,56,40,13,70,7,1154,1579,218,402,605
Khartoum,Khartoum,2024-02-01,2024-02,2024,2,10,260,293,24,18,139,73,30,0,231,232,14,60,7,22.0,1,1,33,58,15.635156538461539,32.523816153846155,482,383,46,26,164,250,42,0,411,436,58,60,9,73,7,1205,1126,162,410,639
Khartoum,Khartoum,2024-03-01,2024-03,2024,3,11,193,290,22,12,83,65,32,1,152,160,12,57,7,20.0,1,1,39,42,15.63707512953368,32.52028341968912,260,293,24,18,139,73,30,0,231,232,33,58,14,60,7,1128,956,114,420,552
Khartoum,Khartoum,2024-04-01,2024-04,2024,4,12,122,77,20,13,37,63,9,0,97,114,7,49,7,40.0,1,1,23,16,15.607709836065574,32.535954918032786,193,290,22,12,83,65,32,1,152,160,39,42,12,57,7,935,966,92,386,388
Khartoum,Khartoum,2024-05-01,2024-05,2024,5,13,151,192,40,29,38,73,11,0,98,139,8,56,7,36.0,1,1,43,36,15.646529801324505,32.53188874172186,122,77,20,13,37,63,9,0,97,114,23,16,7,49,7,575,660,66,259,201
Khartoum,Khartoum,2024-06-01,2024-06,2024,6,14,168,212,36,22,45,89,12,0,116,151,9,58,7,22.0,1,1,38,32,15.61513988095238,32.54363333333333,151,192,40,29,38,73,11,0,98,139,43,36,8,56,7,466,559,82,158,201
Khartoum,Khartoum,2024-07-01,2024-07,2024,7,15,113,250,22,13,54,36,10,0,80,101,5,48,7,65.0,1,1,26,29,15.611094690265487,32.530826548672565,168,212,36,22,45,89,12,0,116,151,38,32,9,58,7,441,481,96,120,225
Khartoum,Khartoum,2024-08-01,2024-08,2024,8,16,222,168,65,21,40,148,12,1,109,205,8,72,7,67.0,1,1,75,50,15.651315765765766,32.52297207207207,113,250,22,13,54,36,10,0,80,101,26,29,5,48,7,432,654,98,137,198
Khartoum,Khartoum,2024-09-01,2024-09,2024,9,17,335,516,67,27,113,172,23,0,258,315,6,84,7,38.0,1,1,83,101,15.626099402985075,32.54476208955224,222,168,65,21,40,148,12,1,109,205,75,50,8,72,7,503,630,123,139,273
Khartoum,Khartoum,2024-10-01,2024-10,2024,10,18,257,190,38,18,84,133,22,0,192,229,6,67,7,47.0,1,1,47,38,15.613638521400778,32.53711517509728,335,516,67,27,113,172,23,0,258,315,83,101,6,84,7,670,934,154,207,356
Khartoum,Khartoum,2024-11-01,2024-11,2024,11,19,161,164,47,24,33,85,19,0,97,134,5,53,7,44.0,1,1,58,32,15.604655900621118,32.56190807453416,257,190,38,18,84,133,22,0,192,229,47,38,6,67,7,814,874,170,237,453
Khartoum,Khartoum,2024-12-01,2024-12,2024,12,20,151,382,44,13,37,83,18,0,100,127,7,44,7,44.0,1,1,52,42,15.630629139072846,32.53361125827815,161,164,47,24,33,85,19,0,97,134,58,32,5,53,7,753,870,152,230,390
Khartoum,Khartoum,2025-01-01,2025-01,2025,1,21,201,338,44,23,43,75,60,0,139,174,10,76,7,59.0,1,1,54,57,15.634664179104478,32.5744592039801,151,382,44,13,37,83,18,0,100,127,52,42,7,44,7,569,736,129,154,301
Khartoum,Khartoum,2025-02-01,2025-02,2025,2,22,192,287,59,51,72,33,36,0,104,177,8,66,7,53.0,1,1,68,54,15.567700520833334,32.58151927083333,201,338,44,23,43,75,60,0,139,174,54,57,10,76,7,513,884,135,113,243
Khartoum,Khartoum,2025-03-01,2025-03,2025,3,23,212,580,53,34,60,49,69,0,126,192,14,60,7,27.0,1,1,76,58,15.562687735849057,32.53487264150944,192,287,59,51,72,33,36,0,104,177,68,54,8,66,7,544,1007,147,152,191
Khartoum,Khartoum,2025-04-01,2025-04,2025,4,24,73,262,27,22,24,10,15,2,37,60,12,27,5,,,,34,34,15.512497260273973,32.449136986301376,212,580,53,34,60,49,69,0,126,192,76,58,14,60,7,605,1205,156,175,157
North Darfur,Darfur,2023-04-01,2023-04,2023,4,0,36,96,2,2,21,0,9,4,23,21,11,7,4,8.0,1,0,8,16,13.618211111111112,25.173225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Darfur,Darfur,2023-05-01,2023-05,2023,5,1,36,27,8,8,15,0,11,2,15,18,11,7,6,8.0,1,0,16,9,13.646225,25.315244444444446,36,96,2,2,21,0,9,4,23,21,8,16,11,7,4,36,96,2,21,0
North Darfur,Darfur,2023-06-01,2023-06,2023,6,2,35,220,8,8,15,0,10,2,17,21,9,8,4,7.0,1,0,14,17,13.721051428571428,25.208277142857142,36,27,8,8,15,0,11,2,15,18,16,9,11,7,6,72,123,10,36,0
North Darfur,Darfur,2023-07-01,2023-07,2023,7,3,25,17,7,6,6,1,12,0,8,11,9,7,5,4.0,1,0,16,5,13.697392,25.096828000000002,35,220,8,8,15,0,10,2,17,21,14,17,9,8,4,107,343,18,51,0
North Darfur,Darfur,2023-08-01,2023-08,2023,8,4,31,120,4,4,9,2,15,1,9,13,15,12,7,12.0,1,1,15,6,13.83946129032258,25.3687,25,17,7,6,6,1,12,0,8,11,16,5,9,7,5,96,264,23,36,1
North Darfur,Darfur,2023-09-01,2023-09,2023,9,5,32,54,12,12,6,1,13,0,12,13,9,14,8,0.0,0,0,17,10,13.68713125,25.295340624999998,31,120,4,4,9,2,15,1,9,13,15,6,15,12,7,91,357,19,30,3
North Darfur,Darfur,2023-10-01,2023-10,2023,10,6,10,21,0,0,2,0,7,1,5,3,6,5,4,9.0,1,1,2,2,13.53664,25.5156,32,54,12,12,6,1,13,0,12,13,17,10,9,14,8,88,191,23,21,4
North Darfur,Darfur,2023-11-01,2023-11,2023,11,7,42,38,9,7,11,6,18,0,14,23,17,10,6,3.0,1,0,11,15,13.616695238095238,25.473211904761904,10,21,0,0,2,0,7,1,5,3,2,2,6,5,4,73,195,16,17,3
North Darfur,Darfur,2023-12-01,2023-12,2023,12,8,16,7,3,3,4,0,9,0,7,8,9,9,6,2.0,1,0,4,3,13.7241875,25.37930625,42,38,9,7,11,6,18,0,14,23,11,15,17,10,6,84,113,21,19,7
North Darfur,Darfur,2024-01-01,2024-01,2024,1,9,17,35,2,0,7,3,7,0,8,9,11,6,4,3.0,1,0,4,5,13.822911764705882,25.42064705882353,16,7,3,3,4,0,9,0,7,8,4,3,9,9,6,68,66,12,17,6
North Darfur,Darfur,2024-02-01,2024-02,2024,2,10,32,89,3,3,17,4,8,0,21,26,14,6,6,7.0,1,0,6,13,13.8509625,25.464287499999998,17,35,2,0,7,3,7,0,8,9,4,5,11,6,4,75,80,14,22,9
North Darfur,Darfur,2024-03-01,2024-03,2024,3,11,40,57,7,4,17,9,10,0,22,25,11,13,6,50.0,1,1,9,14,13.84023,25.3297675,32,89,3,3,17,4,8,0,21,26,6,13,14,6,6,65,131,8,28,7
North Darfur,Darfur,2024-04-01,2024-04,2024,4,12,141,268,50,45,51,22,22,1,59,88,22,36,7,23.0,1,1,59,54,13.782149645390072,25.12803333333333,40,57,7,4,17,9,10,0,22,25,9,14,11,13,6,89,181,12,41,16
North Darfur,Darfur,2024-05-01,2024-05,2024,5,13,85,386,23,17,37,22,9,0,56,60,13,17,8,30.0,1,1,30,41,13.677297647058825,25.283931764705883,141,268,50,45,51,22,22,1,59,88,59,54,22,36,7,213,414,60,85,35
North Darfur,Darfur,2024-06-01,2024-06,2024,6,14,91,751,30,19,50,18,4,0,59,71,11,23,10,10.0,1,1,31,59,13.88160989010989,25.066773626373624,85,386,23,17,37,22,9,0,56,60,30,41,13,17,8,266,711,80,105,53
North Darfur,Darfur,2024-07-01,2024-07,2024,7,15,72,216,10,10,41,4,17,0,35,54,14,22,7,26.0,1,1,21,37,13.83815,25.149388888888886,91,751,30,19,50,18,4,0,59,71,31,59,11,23,10,317,1405,103,138,62
North Darfur,Darfur,2024-08-01,2024-08,2024,8,16,104,391,26,19,33,38,14,0,64,79,10,21,11,21.0,1,1,36,38,13.765189423076922,25.273966346153845,72,216,10,10,41,4,17,0,35,54,21,37,14,22,7,248,1353,63,128,44
North Darfur,Darfur,2024-09-01,2024-09,2024,9,17,99,860,21,13,30,27,28,1,52,75,14,26,12,92.0,1,1,37,40,13.716230303030303,25.083958585858586,104,391,26,19,33,38,14,0,64,79,36,38,10,21,11,267,1358,66,124,60
North Darfur,Darfur,2024-10-01,2024-10,2024,10,18,172,1183,92,76,50,26,20,0,56,131,11,70,11,60.0,1,1,102,84,14.014411627906975,25.065890116279068,99,860,21,13,30,27,28,1,52,75,37,40,14,26,12,275,1467,57,104,69
North Darfur,Darfur,2024-11-01,2024-11,2024,11,19,142,831,60,29,39,56,18,0,78,95,13,32,12,61.0,1,1,71,75,13.902112676056337,25.166911971830988,172,1183,92,76,50,26,20,0,56,131,102,84,11,70,11,375,2434,139,113,91
North Darfur,Darfur,2024-12-01,2024-12,2024,12,20,155,1309,61,25,56,48,24,2,78,110,20,42,12,54.0,1,1,71,104,13.984647741935483,25.237627096774194,142,831,60,29,39,56,18,0,78,95,71,75,13,32,12,413,2874,173,119,109
North Darfur,Darfur,2025-01-01,2025-01,2025,1,21,148,1490,54,23,58,50,17,0,79,124,12,39,12,34.0,1,1,64,81,13.789862162162162,25.399618243243243,155,1309,61,25,56,48,24,2,78,110,71,104,20,42,12,469,3323,213,145,130
North Darfur,Darfur,2025-02-01,2025-02,2025,2,22,108,719,34,24,36,28,16,4,64,84,9,35,12,48.0,1,1,42,53,13.622502777777777,25.226210185185185,148,1490,54,23,58,50,17,0,79,124,64,81,12,39,12,445,3630,175,153,154
North Darfur,Darfur,2025-03-01,2025-03,2025,3,23,124,952,48,26,40,46,12,0,61,103,9,39,8,29.0,1,1,55,71,13.78930564516129,25.46601612903226,108,719,34,24,36,28,16,4,64,84,42,53,9,35,12,411,3518,149,150,126
North Darfur,Darfur,2025-04-01,2025-04,2025,4,24,81,1092,29,8,32,27,12,2,35,69,13,23,9,,,,34,56,13.849374074074072,25.511282716049383,124,952,48,26,40,46,12,0,61,103,55,71,9,39,8,380,3161,136,134,124
North Kordofan,Kordofan,2023-04-01,2023-04,2023,4,0,15,82,0,0,11,1,2,1,13,12,5,2,2,2.0,1,0,1,8,13.316953333333334,30.32801333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Kordofan,Kordofan,2023-05-01,2023-05,2023,5,1,21,36,2,1,13,1,5,1,13,14,8,6,4,6.0,1,0,5,6,13.107738095238094,30.380523809523808,15,82,0,0,11,1,2,1,13,12,1,8,5,2,2,15,82,0,11,1
North Kordofan,Kordofan,2023-06-01,2023-06,2023,6,2,25,271,6,3,13,2,6,1,13,18,7,4,3,7.0,1,0,11,11,13.163980000000002,30.261996,21,36,2,1,13,1,5,1,13,14,5,6,8,6,4,36,118,2,24,2
North Kordofan,Kordofan,2023-07-01,2023-07,2023,7,3,31,86,7,7,16,0,6,2,11,25,9,6,5,9.0,1,1,11,14,13.5229,30.620790322580646,25,271,6,3,13,2,6,1,13,18,11,11,7,4,3,61,389,8,37,4
North Kordofan,Kordofan,2023-08-01,2023-08,2023,8,4,32,83,9,7,12,5,8,0,18,25,8,7,5,10.0,1,1,12,12,13.322753125,30.223290625,31,86,7,7,16,0,6,2,11,25,11,14,9,6,5,77,393,15,42,3
North Kordofan,Kordofan,2023-09-01,2023-09,2023,9,5,23,62,10,10,6,1,5,1,8,16,7,11,6,7.0,1,0,14,12,13.267565217391304,30.6722,32,83,9,7,12,5,8,0,18,25,12,12,8,7,5,88,440,22,41,7
North Kordofan,Kordofan,2023-10-01,2023-10,2023,10,6,21,55,7,5,7,4,5,0,12,16,7,6,3,8.0,1,0,7,11,13.224123809523812,30.341238095238094,23,62,10,10,6,1,5,1,8,16,14,12,7,11,6,86,231,26,34,6
North Kordofan,Kordofan,2023-11-01,2023-11,2023,11,7,29,51,8,5,4,11,8,1,20,16,6,9,5,15.0,1,1,9,9,13.288158620689655,30.24663448275862,21,55,7,5,7,4,5,0,12,16,7,11,7,6,3,76,200,26,25,10
North Kordofan,Kordofan,2023-12-01,2023-12,2023,12,8,36,81,15,9,13,9,5,0,16,24,10,12,7,5.0,1,0,16,20,13.44583888888889,30.229416666666665,29,51,8,5,4,11,8,1,20,16,9,9,6,9,5,73,168,25,17,16
North Kordofan,Kordofan,2024-01-01,2024-01,2024,1,9,19,54,5,5,5,1,8,0,8,13,7,6,6,9.0,1,1,9,6,13.176426315789474,30.397805263157895,36,81,15,9,13,9,5,0,16,24,16,20,10,12,7,86,187,30,24,24
North Kordofan,Kordofan,2024-02-01,2024-02,2024,2,10,18,62,9,6,6,4,1,1,10,14,5,7,5,8.0,1,0,9,12,13.151927777777779,30.57290555555555,19,54,5,5,5,1,8,0,8,13,9,6,7,6,6,84,186,28,22,21
North Kordofan,Kordofan,2024-03-01,2024-03,2024,3,11,23,73,8,8,8,1,6,0,9,15,9,12,6,13.0,1,1,10,9,13.226126086956521,30.523121739130435,18,62,9,6,6,4,1,1,10,14,9,12,5,7,5,73,197,29,24,14
North Kordofan,Kordofan,2024-04-01,2024-04,2024,4,12,35,145,13,12,13,2,8,0,20,29,8,9,5,19.0,1,1,17,19,13.131382857142858,30.455154285714286,23,73,8,8,8,1,6,0,9,15,10,9,9,12,6,60,189,22,19,6
North Kordofan,Kordofan,2024-05-01,2024-05,2024,5,13,46,127,19,17,14,8,7,0,19,38,6,18,5,5.0,1,0,27,22,12.98796304347826,30.66989130434783,35,145,13,12,13,2,8,0,20,29,17,19,8,9,5,76,280,30,27,7
North Kordofan,Kordofan,2024-06-01,2024-06,2024,6,14,12,28,5,5,3,1,3,0,1,6,7,8,5,4.0,1,0,8,7,13.087608333333334,30.705558333333332,46,127,19,17,14,8,7,0,19,38,27,22,6,18,5,104,345,40,35,11
North Kordofan,Kordofan,2024-07-01,2024-07,2024,7,15,10,35,4,4,4,2,0,0,5,8,5,7,4,6.0,1,0,5,6,13.098769999999998,30.58598,12,28,5,5,3,1,3,0,1,6,8,7,7,8,5,93,300,37,30,11
North Kordofan,Kordofan,2024-08-01,2024-08,2024,8,16,13,34,6,4,4,3,2,0,4,11,5,8,6,4.0,1,0,8,6,13.479284615384616,30.686576923076924,10,35,4,4,4,2,0,0,5,8,5,6,5,7,4,68,190,28,21,11
North Kordofan,Kordofan,2024-09-01,2024-09,2024,9,17,23,46,4,3,9,7,4,0,12,20,5,9,4,6.0,1,0,5,11,13.236578260869566,30.51616086956522,13,34,6,4,4,3,2,0,4,11,8,6,5,8,6,35,97,15,11,6
North Kordofan,Kordofan,2024-10-01,2024-10,2024,10,18,14,78,6,5,2,4,3,0,6,11,5,8,4,2.0,1,0,6,8,13.553164285714287,29.703292857142856,23,46,4,3,9,7,4,0,12,20,5,11,5,9,4,46,115,14,17,12
North Kordofan,Kordofan,2024-11-01,2024-11,2024,11,19,7,2,2,2,1,1,3,0,2,2,7,5,5,6.0,1,0,2,2,13.395071428571429,30.26797142857143,14,78,6,5,2,4,3,0,6,11,6,8,5,8,4,50,158,16,15,14
North Kordofan,Kordofan,2024-12-01,2024-12,2024,12,20,28,93,6,3,8,11,6,0,17,17,7,12,5,3.0,1,0,11,12,13.249414285714286,30.67250357142857,7,2,2,2,1,1,3,0,2,2,2,2,7,5,5,44,126,12,12,12
North Kordofan,Kordofan,2025-01-01,2025-01,2025,1,21,19,20,3,3,12,1,2,1,16,17,5,9,4,21.0,1,1,3,2,13.049163157894737,30.91475263157895,28,93,6,3,8,11,6,0,17,17,11,12,7,12,5,49,173,14,11,16
North Kordofan,Kordofan,2025-02-01,2025-02,2025,2,22,67,223,21,15,21,18,13,0,39,58,6,25,7,32.0,1,1,29,24,13.078188059701493,30.500737313432833,19,20,3,3,12,1,2,1,16,17,3,2,5,9,4,54,115,11,21,13
North Kordofan,Kordofan,2025-03-01,2025-03,2025,3,23,70,215,32,21,8,28,13,0,27,65,7,22,7,10.0,1,1,37,21,13.278264285714286,30.201654285714287,67,223,21,15,21,18,13,0,39,58,29,24,6,25,7,114,336,30,41,30
North Kordofan,Kordofan,2025-04-01,2025-04,2025,4,24,41,199,10,7,12,17,5,0,27,39,5,18,4,,,,11,19,13.31770243902439,30.41838536585366,70,215,32,21,8,28,13,0,27,65,37,21,7,22,7,156,458,56,41,47
Northern,Northern/Nile,2023-04-01,2023-04,2023,4,0,12,44,0,0,9,0,3,0,11,12,4,4,4,0.0,0,0,0,2,18.817133333333334,30.76975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern,Northern/Nile,2023-05-01,2023-05,2023,5,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0.0,0,0,0,0,19.5791,30.4926,12,44,0,0,9,0,3,0,11,12,0,2,4,4,4,12,44,0,9,0
Northern,Northern/Nile,2023-06-01,2023-06,2023,6,2,3,0,0,0,0,2,1,0,3,2,4,2,2,1.0,1,0,1,0,20.8161,27.306,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13,44,0,9,0
Northern,Northern/Nile,2023-07-01,2023-07,2023,7,3,7,0,1,1,0,0,4,2,5,0,4,6,4,0.0,0,0,2,0,18.662857142857142,30.96232857142857,3,0,0,0,0,2,1,0,3,2,1,0,4,2,2,16,44,0,9,2
Northern,Northern/Nile,2023-08-01,2023-08,2023,8,4,4,0,0,0,0,0,4,0,4,0,2,4,2,0.0,0,0,0,0,18.3564,31.588925,7,0,1,1,0,0,4,2,5,0,2,0,4,6,4,11,0,1,0,2
Northern,Northern/Nile,2023-09-01,2023-09,2023,9,5,4,0,0,0,0,0,3,1,1,2,4,3,3,0.0,0,0,0,0,19.65675,31.033625,4,0,0,0,0,0,4,0,4,0,0,0,2,4,2,14,0,1,0,2
Northern,Northern/Nile,2023-10-01,2023-10,2023,10,6,3,1,0,0,1,0,1,1,1,1,5,3,3,0.0,0,0,1,1,19.88253333333333,31.1467,4,0,0,0,0,0,3,1,1,2,0,0,4,3,3,15,0,1,0,0
Northern,Northern/Nile,2023-11-01,2023-11,2023,11,7,3,0,0,0,1,0,2,0,2,1,3,3,3,0.0,0,0,0,0,18.566633333333332,31.079633333333334,3,1,0,0,1,0,1,1,1,1,1,1,5,3,3,11,1,0,1,0
Northern,Northern/Nile,2023-12-01,2023-12,2023,12,8,8,0,0,0,1,0,5,2,3,3,6,3,3,1.0,1,0,0,0,19.3685125,30.6458875,3,0,0,0,1,0,2,0,2,1,0,0,3,3,3,10,1,0,2,0
Northern,Northern/Nile,2024-01-01,2024-01,2024,1,9,4,0,1,1,0,0,3,0,1,0,6,2,2,0.0,0,0,1,0,19.004575,30.809375,8,0,0,0,1,0,5,2,3,3,0,0,6,3,3,14,1,0,3,0
Northern,Northern/Nile,2024-02-01,2024-02,2024,2,10,1,0,0,0,0,0,1,0,1,0,1,1,1,0.0,0,0,0,0,20.1228,30.5614,4,0,1,1,0,0,3,0,1,0,1,0,6,2,2,15,0,1,2,0
Northern,Northern/Nile,2024-03-01,2024-03,2024,3,11,4,0,0,0,0,0,4,0,4,0,1,4,3,0.0,0,0,0,0,18.66625,31.137725,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,13,0,1,1,0
Northern,Northern/Nile,2024-04-01,2024-04,2024,4,12,6,0,0,0,1,0,4,1,5,3,5,4,3,1.0,1,0,0,0,18.94158333333333,31.11375,4,0,0,0,0,0,4,0,4,0,0,0,1,4,3,9,0,1,0,0
Northern,Northern/Nile,2024-05-01,2024-05,2024,5,13,8,0,1,0,0,1,5,2,4,1,6,5,5,1.0,1,0,1,0,18.9532,31.0856375,6,0,0,0,1,0,4,1,5,3,0,0,5,4,3,11,0,0,1,0
Northern,Northern/Nile,2024-06-01,2024-06,2024,6,14,5,1,1,1,0,0,4,0,4,1,5,4,3,0.0,0,0,1,1,19.80234,30.724059999999998,8,0,1,0,0,1,5,2,4,1,1,0,6,5,5,18,0,1,1,1
Northern,Northern/Nile,2024-07-01,2024-07,2024,7,15,2,0,0,0,0,0,2,0,1,0,2,2,2,1.0,1,0,0,0,18.6652,30.6497,5,1,1,1,0,0,4,0,4,1,1,1,5,4,3,19,1,2,1,1
Northern,Northern/Nile,2024-08-01,2024-08,2024,8,16,4,0,1,1,0,0,2,1,2,0,4,4,3,0.0,0,0,1,0,20.295625,29.637775,2,0,0,0,0,0,2,0,1,0,0,0,2,2,2,15,1,2,0,1
Northern,Northern/Nile,2024-09-01,2024-09,2024,9,17,2,0,0,0,0,0,2,0,1,1,4,2,2,1.0,1,0,1,0,18.57745,30.86125,4,0,1,1,0,0,2,1,2,0,1,0,4,4,3,11,1,2,0,0
Northern,Northern/Nile,2024-10-01,2024-10,2024,10,18,10,0,1,1,1,0,8,0,4,1,9,4,3,1.0,1,0,1,0,19.66154,30.158679999999997,2,0,0,0,0,0,2,0,1,1,1,0,4,2,2,8,0,1,0,0
Northern,Northern/Nile,2024-11-01,2024-11,2024,11,19,8,0,1,1,0,0,7,0,4,1,7,6,4,1.0,1,0,2,0,20.1825,29.4422875,10,0,1,1,1,0,8,0,4,1,1,0,9,4,3,16,0,2,1,0
Northern,Northern/Nile,2024-12-01,2024-12,2024,12,20,8,5,1,1,1,0,5,1,5,2,6,4,4,1.0,1,0,2,1,18.99515,30.93235,8,0,1,1,0,0,7,0,4,1,2,0,7,6,4,20,0,2,1,0
Northern,Northern/Nile,2025-01-01,2025-01,2025,1,21,12,0,1,1,6,0,5,0,9,9,6,4,3,1.0,1,0,2,0,20.565641666666664,28.284516666666665,8,5,1,1,1,0,5,1,5,2,2,1,6,4,4,26,5,3,2,0
Northern,Northern/Nile,2025-02-01,2025-02,2025,2,22,7,1,1,1,2,0,4,0,6,6,4,3,3,0.0,0,0,1,1,18.62107142857143,31.234885714285713,12,0,1,1,6,0,5,0,9,9,2,0,6,4,3,28,5,3,7,0
Northern,Northern/Nile,2025-03-01,2025-03,2025,3,23,10,0,0,0,1,2,7,0,7,6,6,3,3,3.0,1,0,0,0,18.66996,31.105559999999997,7,1,1,1,2,0,4,0,6,6,1,1,4,3,3,27,6,3,9,0
Northern,Northern/Nile,2025-04-01,2025-04,2025,4,24,11,9,3,1,4,5,1,0,4,9,5,5,4,,,,3,2,18.895463636363637,31.25420909090909,10,0,0,0,1,2,7,0,7,6,0,0,6,3,3,29,1,2,9,2
Red Sea,Eastern Sudan,2023-04-01,2023-04,2023,4,0,7,1,2,2,4,0,1,0,6,6,4,1,1,0.0,0,0,2,1,19.6148,37.222500000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Sea,Eastern Sudan,2023-05-01,2023-05,2023,5,1,5,0,0,0,0,0,3,2,2,0,5,1,1,0.0,0,0,1,0,19.6148,37.2225,7,1,2,2,4,0,1,0,6,6,2,1,4,1,1,7,1,2,4,0
Red Sea,Eastern Sudan,2023-06-01,2023-06,2023,6,2,2,0,0,0,0,0,0,2,0,0,1,1,1,0.0,0,0,0,0,19.6148,37.2225,5,0,0,0,0,0,3,2,2,0,1,0,5,1,1,12,1,2,4,0
Red Sea,Eastern Sudan,2023-07-01,2023-07,2023,7,3,3,0,0,0,0,0,2,1,2,1,4,1,1,0.0,0,0,0,0,19.6148,37.2225,2,0,0,0,0,0,0,2,0,0,0,0,1,1,1,14,1,2,4,0
Red Sea,Eastern Sudan,2023-08-01,2023-08,2023,8,4,4,0,0,0,0,0,3,1,2,0,4,1,1,0.0,0,0,0,0,19.6148,37.2225,3,0,0,0,0,0,2,1,2,1,0,0,4,1,1,10,0,0,0,0
Red Sea,Eastern Sudan,2023-09-01,2023-09,2023,9,5,5,0,0,0,1,0,2,2,3,0,5,2,2,0.0,0,0,2,0,19.35858,37.05329999999999,4,0,0,0,0,0,3,1,2,0,0,0,4,1,1,9,0,0,0,0
Red Sea,Eastern Sudan,2023-10-01,2023-10,2023,10,6,1,0,0,0,0,0,1,0,0,0,2,1,1,1.0,1,0,0,0,19.6148,37.2225,5,0,0,0,1,0,2,2,3,0,2,0,5,2,2,12,0,0,1,0
Red Sea,Eastern Sudan,2023-11-01,2023-11,2023,11,7,9,0,1,1,0,0,6,2,2,0,10,2,2,1.0,1,0,2,0,19.558166666666665,37.234655555555555,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,10,0,0,1,0
Red Sea,Eastern Sudan,2023-12-01,2023-12,2023,12,8,7,0,1,1,0,0,3,3,2,1,6,2,2,0.0,0,0,2,0,19.541985714285715,37.23812857142857,9,0,1,1,0,0,6,2,2,0,2,0,10,2,2,15,0,1,1,0
Red Sea,Eastern Sudan,2024-01-01,2024-01,2024,1,9,7,0,0,0,0,0,6,1,4,0,5,2,2,1.0,1,0,0,0,19.431785714285713,37.101642857142856,7,0,1,1,0,0,3,3,2,1,2,0,6,2,2,17,0,2,0,0
Red Sea,Eastern Sudan,2024-02-01,2024-02,2024,2,10,7,0,1,1,0,0,4,2,1,2,6,1,1,0.0,0,0,1,0,19.6148,37.222500000000004,7,0,0,0,0,0,6,1,4,0,0,0,5,2,2,23,0,2,0,0
Red Sea,Eastern Sudan,2024-03-01,2024-03,2024,3,11,5,0,0,0,0,0,4,1,0,0,7,1,1,1.0,1,0,0,0,19.6148,37.2225,7,0,1,1,0,0,4,2,1,2,1,0,6,1,1,21,0,2,0,0
Red Sea,Eastern Sudan,2024-04-01,2024-04,2024,4,12,5,0,1,1,0,0,4,0,1,0,6,1,1,0.0,0,0,2,0,19.6148,37.2225,5,0,0,0,0,0,4,1,0,0,0,0,7,1,1,19,0,1,0,0
Red Sea,Eastern Sudan,2024-05-01,2024-05,2024,5,13,4,0,0,0,0,0,1,3,0,0,2,3,3,0.0,0,0,0,0,19.167099999999998,37.038349999999994,5,0,1,1,0,0,4,0,1,0,2,0,6,1,1,17,0,2,0,0
Red Sea,Eastern Sudan,2024-06-01,2024-06,2024,6,14,9,0,0,0,0,0,7,2,3,0,6,1,1,0.0,0,0,2,0,19.6148,37.2225,4,0,0,0,0,0,1,3,0,0,0,0,2,3,3,14,0,1,0,0
Red Sea,Eastern Sudan,2024-07-01,2024-07,2024,7,15,3,6,0,0,1,0,2,0,2,1,4,2,2,0.0,0,0,0,1,20.095066666666664,36.921033333333334,9,0,0,0,0,0,7,2,3,0,2,0,6,1,1,18,0,1,0,0
